Date,ZHVI_2bedroom_Nevada,ZHVI_3bedroom_Nevada,ZHVI_3bedroom_DistrictofColumbia,ZHVI_2bedroom_Colorado,ZHVI_1bedroom_California,ZHVI_1bedroom_Florida,ZHVI_1bedroom_Colorado,ZHVI_2bedroom_California,ZHVI_4bedroom_Nevada,ZHVI_3bedroom_Colorado
2011-08-31,-0.011658031088082943,-0.011725293132328285,-0.0008857395925597755,-0.004605263157894779,-0.009042553191489389,0.0017985611510791255,-0.008547008547008517,-0.00966962127316684,-0.00916310323762981,-0.002458210422812246
2011-09-30,-0.013106159895150737,-0.006779661016949157,0.00620567375886516,-0.0033046926635822427,-0.007514761137949577,0.0017953321364452268,-0.00470219435736674,-0.008950366151342593,-0.007398273736128225,-0.0014785608674223738
2011-10-31,-0.01195219123505975,-0.007679180887371961,0.005873715124816492,-0.0006631299734748408,-0.005949161709031925,-0.0017921146953404632,-0.0031496062992125706,-0.004515599343185572,-0.005590062111801242,-0.000987166831194486
2011-11-30,-0.006720430107526876,-0.006878761822871837,0.005547445255474459,-0.002654280026542777,-0.00598476605005438,-0.0035906642728904536,-0.0015797788309637184,-0.0028865979381442752,-0.004372267332916957,0.0
2011-12-31,-0.004059539918809252,-0.0008658008658009031,0.005807200929152101,-0.001996007984031989,-0.006568144499178974,-0.003603603603603567,-0.0015822784810126667,-0.00496277915632759,-0.0006273525721455231,0.000494071146245112
2012-01-31,0.0027173913043478937,0.004332755632582286,0.006639722863741371,-0.0006666666666667043,-0.0055096418732781816,0.003616636528029016,-0.0015847860538826808,-0.0029093931837074205,0.0025109855618330457,0.0004938271604937317
2012-02-29,0.0013550135501354532,0.003451251078516071,0.007743045597935261,0.0013342228152102287,-0.003324099722991636,0.00540540540540535,0.0,0.0,0.004383218534752764,0.001974333662388972
2012-03-31,0.0,0.0017196904557179593,0.0065452475811040856,0.003997335109926725,0.0,0.0035842293906809264,0.0023809523809523725,0.002501042100875317,0.0031172069825435855,0.004433497536945774
2012-04-30,0.004059539918809252,0.007725321888411907,0.0025445292620864812,0.005308560053085554,0.0016675931072818173,0.008928571428571397,0.0015835312747427555,0.003742203742203687,0.00621504039776255,0.006375674350171723
2012-05-31,0.009433962264151052,0.011925042589437718,0.002256063169768785,0.007920792079207928,0.006659267480577213,0.012389380530973382,0.003162055335968361,0.005385252692626352,0.00864731315626921,0.006335282651072083
2012-06-30,0.013351134846461887,0.012626262626262541,0.00731570061902076,0.008513425016371867,0.009371554575523744,0.013986013986013957,0.005516154452324562,0.007004532344458081,0.01163502755664414,0.0053268765133172025
2012-07-31,0.01976284584980248,0.013300083125519446,0.010614525139664766,0.005844155844155763,0.008192244675040872,0.012068965517241459,0.005485893416927956,0.009410801963993354,0.012711864406779627,0.00481695568400764
2012-08-31,0.015503875968992276,0.015586546349466879,0.010503040353786686,0.007101355713363455,0.007583965330444142,0.010221465076660996,0.009353078721745955,0.010539116335630316,0.013150029886431547,0.006232023010546595
2012-09-30,0.01526717557251911,0.01292407108239102,0.008205689277899442,0.007692307692307665,0.010752688172043001,0.013490725126475533,0.00540540540540535,0.012033694344163681,0.008849557522123908,0.006193425440686129
2012-10-31,0.020050125313283207,0.011961722488038173,0.007596310363537695,0.006361323155216203,0.012765957446808418,0.014975041597337757,0.001536098310291889,0.01268331351565588,0.00877192982456143,0.005681818181818121
2012-11-30,0.02211302211302213,0.014184397163120588,0.006731287022078591,0.006321112515802696,0.012605042016806678,0.014754098360655776,0.0038343558282207812,0.014481409001956935,0.011594202898550732,0.005178907721280712
2012-12-31,0.022836538461538547,0.017094017094017033,0.006418828563787171,0.005025125628140614,0.012448132780082943,0.016155088852988664,0.0022918258212376585,0.01388888888888884,0.017191977077363862,0.006088992974238927
2013-01-31,0.024676850763807323,0.019862490450725634,0.007972362476747374,0.00374999999999992,0.012807377049180335,0.014308426073131875,0.0007621951219511924,0.01255707762557079,0.017464788732394432,0.005121042830539935
2013-02-28,0.025229357798165042,0.020224719101123556,0.011600316372264663,0.00498132004981322,0.01922104198280228,0.01097178683385569,0.004569687738004591,0.015407741450582435,0.019933554817275656,0.005558128763316406
2013-03-31,0.02572706935123037,0.0205580029368575,0.0114672921553296,0.006815365551424923,0.0302729528535981,0.01240310077519391,0.005307050796057533,0.019985196150999363,0.0222584147665581,0.00690925840626444
2013-04-30,0.0272628135223556,0.0208633093525179,0.012110280855449629,0.007384615384615323,0.032755298651252485,0.016845329249617125,0.005279034690799378,0.022496371552975347,0.022835900159320133,0.007319304666056681
2013-05-31,0.03290870488322728,0.02255109231853414,0.014511201629327841,0.009773976786805028,0.029850746268656803,0.015060240963855387,0.0075018754688671585,0.02590489709013477,0.023883696780893082,0.008174386920980936
2013-06-30,0.03083247687564228,0.02618883528600957,0.015558343789209506,0.010889292196007316,0.028532608695652106,0.014836795252225476,0.012658227848101333,0.026634382566586012,0.028397565922920975,0.008558558558558582
2013-07-31,0.023928215353938187,0.026863666890530657,0.01284902396837162,0.010771992818671361,0.02774108322324964,0.01754385964912286,0.011029411764705843,0.023247978436657712,0.02859960552268248,0.008039303260384045
2013-08-31,0.025316455696202445,0.02419882275997387,0.012929982922664118,0.0082889283599763,0.02527849185946862,0.012931034482758674,0.006545454545454632,0.018768521567336105,0.024928092042185934,0.006202924235711116
2013-09-30,0.028490028490028463,0.02171136653895278,0.014932562620423973,0.005871990604815025,0.022565816966151342,0.0099290780141843,0.005780346820809301,0.01616031027795728,0.023386342376052305,0.004403346543373043
2013-10-31,0.024930747922437657,0.01937499999999992,0.016136687233032854,0.005253940455341555,0.018798528810788806,0.014044943820224809,0.005747126436781658,0.011768447837150031,0.01873857404021928,0.0048224462954844505
2013-11-30,0.017117117117117164,0.01594114040465966,0.012844465203176059,0.006968641114982521,0.014841556357801933,0.015235457063711877,0.0035714285714285587,0.00880226343917001,0.012561686855091958,0.005235602094240788
2013-12-31,0.015057573073516295,0.010863005431502648,0.006686649757897234,0.0046136101499423265,0.009881422924901129,0.01091405184174632,0.0,0.00716734185104384,0.006202924235711116,0.004340277777777679
2014-01-31,0.009598603839441555,0.008358208955223878,0.005955107650022828,0.0040183696900115695,0.007436399217221057,0.009446693657219951,0.000711743772241924,0.0068069306930693685,0.004403346543373043,0.0030250648228176136
2014-02-28,0.005185825410544576,0.008880994671403242,0.008424408014571894,0.0062893081761006275,0.00932400932400923,0.012032085561497263,0.004978662873399653,0.006760909649661917,0.008329679964927728,0.005170185264971927
2014-03-31,0.006018916595012858,0.00997652582159625,0.009257168661097381,0.009659090909091006,0.009622786759045487,0.013210039630118908,0.00990799716914359,0.007631257631257604,0.01043478260869568,0.0072867552507500655
2014-04-30,0.006837606837606813,0.008134805345729301,0.00827740492170026,0.007878446820483997,0.0064811284788410806,0.010430247718383301,0.011212333566923638,0.0075734625870949035,0.009466437177280573,0.006808510638297793
2014-05-31,0.008488964346349714,0.007492795389048901,0.008209451963612224,0.007816862088218857,0.007196969696969591,0.010322580645161228,0.011088011088011163,0.006915213469633086,0.008098891730605295,0.0076077768385460764
2014-06-30,0.010942760942761032,0.006864988558352492,0.008362676056338003,0.009418282548476542,0.009778112072207579,0.012771392081736943,0.007539410555174708,0.006569125111973717,0.007610993657505283,0.008389261744966348
2014-07-31,0.008326394671107407,0.0028409090909091717,0.010475774770842383,0.008781558726673966,0.010055865921787754,0.008827238335435084,0.0054421768707482165,0.006229605458321075,0.0054553084347461755,0.008735440931780358
2014-08-31,0.005780346820809301,0.0028328611898016387,0.01101511879049677,0.008705114254624613,0.007743362831858391,0.004999999999999893,0.008119079837618504,0.006191037735848948,0.0045909849749583564,0.007422680412371152
2014-09-30,0.0049261083743843415,0.005649717514124353,0.008117923520615244,0.009169363538295672,0.00695206732528364,0.00746268656716409,0.008053691275167862,0.004687957808379828,0.004985459077690102,0.007777322963569366
2014-10-31,0.006535947712418277,0.006741573033707926,0.006357279084551859,0.010689470871191986,0.005813953488372103,0.007407407407407307,0.007323568575233086,0.0037911927675706725,0.004547333608929227,0.008529650690495494
2014-11-30,0.008116883116883189,0.0078125,0.007159401979364155,0.011634056054997455,0.006502890173410325,0.006127450980392135,0.013218770654329193,0.004938988959906965,0.004526748971193317,0.009665726943213881
2014-12-31,0.012882447665056418,0.009966777408637828,0.00606314028852184,0.01202300052273908,0.003230437903804839,0.0036540803897686658,0.01696020874103077,0.004914715235617262,0.0077836952068823795,0.008775428799361773
2015-01-31,0.010333863275039823,0.008223684210526327,0.004571903574397407,0.011363636363636465,0.003935599284436542,0.00364077669902918,0.012828736369467686,0.005466052934407273,0.007317073170731714,0.009489916963226541
2015-02-28,0.007081038552321006,0.007069059271343159,0.007240380637153487,0.012257405515832431,0.007483962936564614,0.00846432889963733,0.011399620012666256,0.008011444921316224,0.006456820016142117,0.011750881316098694
2015-03-31,0.008593749999999956,0.008639308855291628,0.011501334976381283,0.014631685166498487,0.01025822426600631,0.014388489208633004,0.01440200375704448,0.008799318762418462,0.006816359262229454,0.012388695315524556
2015-04-30,0.01161890007745936,0.008029978586723718,0.01685279187817268,0.015415216310293411,0.009453781512605008,0.013002364066193817,0.011111111111111072,0.006752954417557744,0.007964954201513441,0.011472275334607929
2015-05-31,0.009188361408882129,0.0074349442379182396,0.021365814696485685,0.01518119490695402,0.009018383628165205,0.010501750291715295,0.005494505494505475,0.006707657909446718,0.007902015013828478,0.011342155009451904
2015-06-30,0.009863429438543347,0.008961518186610506,0.01994134897360711,0.013989387361312167,0.007906497078033592,0.010392609699769073,0.005464480874316946,0.0072182121043864456,0.007448059584476585,0.01121495327102795
2015-07-31,0.009015777610818843,0.00783699059561127,0.012459267778416772,0.015223596574690745,0.006139154160982319,0.010285714285714231,0.009057971014492683,0.0068908489525909555,0.0046692607003890885,0.01182994454713504
2015-08-31,0.006701414743112366,0.0062208398133747345,0.005868989019310877,0.014995313964386137,0.006779661016949046,0.011312217194570096,0.011370436864153177,0.007117437722419906,0.0034856700232377413,0.011691633175009208
2015-09-30,0.007396449704142105,0.007727975270479082,0.004893657067570167,0.013850415512465464,0.007407407407407307,0.010067114093959662,0.014201183431952646,0.007338950801848432,0.0034735623311463737,0.010834236186348933
2015-10-31,0.004405286343612369,0.009202453987730008,0.0056190297808578205,0.012750455373406133,0.0076871657754009615,0.008859357696566983,0.014585764294049008,0.007285483000539772,0.004999999999999893,0.010360843158270905
2015-11-30,0.0,0.0075987841945288626,0.005401378282734237,0.012140287769784264,0.006965174129353269,0.010976948408342402,0.011500862564692405,0.006964907581034074,0.00574052812858783,0.010254596888260359
2015-12-31,0.0029239766081872176,0.005530417295123158,0.003705075954057113,0.010661928031985735,0.006916996047430901,0.007600434310532034,0.008527572484366086,0.006650704974727306,0.0053272450532724225,0.00805040252012601
2016-01-31,0.008746355685131268,0.004999999999999893,0.0025839793281654533,0.00967032967032977,0.008177952240759012,0.007543103448275801,0.00901916572717032,0.005549682875264361,0.005677517032551149,0.00694444444444442
2016-02-29,0.010838150289017356,0.007960199004975133,0.0016568483063328365,0.008707009142359556,0.010707332900713906,0.009625668449197766,0.010055865921787754,0.0060446780551906,0.005645464809935996,0.007241379310344742
2016-03-31,0.006433166547533897,0.01036525172754188,0.0020216871898548483,0.01035822183858448,0.010593900481540963,0.013771186440677985,0.01106194690265494,0.008098223615464972,0.006736526946107713,0.009585758301951408
2016-04-30,0.006392045454545414,0.008793356130923247,0.0009170946441672267,0.009824861170439902,0.007306226175349373,0.012539184952978122,0.012582056892779026,0.0072557657424203725,0.0074349442379182396,0.009494743981010467
2016-05-31,0.003528581510232831,0.0053268765133172025,0.0005497526113249496,0.008883248730964466,0.0053610848312835024,0.011351909184726505,0.009724473257698651,0.005145356315924943,0.005166051660516535,0.009069533087000314
2016-06-30,0.007032348804500765,0.012524084778420042,0.00512820512820511,0.008385744234800763,0.005646173149309819,0.013265306122449028,0.01016586409844833,0.005886869721013488,0.004405286343612369,0.008322237017310163
2016-07-31,0.011871508379888374,0.01712654614652709,0.008746355685131268,0.008316008316008316,0.005302557704304434,0.015105740181268867,0.013241525423728806,0.005852417302798951,0.006213450292397615,0.008253549026081108
2016-08-31,0.01104209799861966,0.011693171188026152,0.009031791907514464,0.009072164948453532,0.0062053986968662045,0.011904761904761862,0.013591217982226844,0.006324310650139164,0.007264802034144591,0.008840864440078589
2016-09-30,0.004778156996587013,0.00277392510402219,0.006802721088435382,0.010625255414793644,0.007092198581560183,0.008823529411764675,0.011346054667354277,0.0062845651080944975,0.005769924269743987,0.009737098344693385
2016-10-31,0.0033967391304348116,0.004610419548178868,0.0055120910384067745,0.012535382126971362,0.007960808328230318,0.010689990281826933,0.017338092809790817,0.006495128653509763,0.0053782717820007875,0.009000321440051362
2016-11-30,0.004062288422477911,0.0055071133547499596,0.006366047745357983,0.011182108626198062,0.00941676792223567,0.01057692307692304,0.016541353383458635,0.006949615289153721,0.005349500713266675,0.007645747053201646
2016-12-31,0.008091706001348564,0.007302601551802734,0.007380073800737907,0.00868878357030023,0.009629852542882844,0.008563273073263655,0.01183431952662728,0.007887601676115352,0.007449450159631166,0.006639266519127496
2017-01-31,0.012040133779264162,0.009062075215224397,0.008895866038723277,0.007439310884886474,0.007749627421758554,0.01037735849056598,0.01072124756335291,0.007336757153338258,0.008098591549295708,0.005653266331658191
2017-02-28,0.01189689358889634,0.008531656937584176,0.012102351313969528,0.007773027594248028,0.0065069506063295535,0.00933706816059754,0.010125361620057838,0.0058266569555718295,0.005239259517988204,0.0056214865708932304
2017-03-31,0.009797517962116364,0.0075690115761353205,0.009395285275025644,0.007713073659853409,0.007640317367029192,0.00647548566142464,0.005727923627685039,0.006275645667390695,0.0034746351633079264,0.006211180124223503
2017-04-30,0.010996119016817518,0.008837825894829843,-0.0006769334912845038,0.009184845005740572,0.007582385535141345,0.005514705882353033,0.008068343616516316,0.006716238906212535,0.005540166204986097,0.007098765432098864
2017-05-31,0.01407549584133072,0.0113885238720981,-0.005080440304826461,0.009101251422070522,0.006657018813313931,0.007312614259597838,0.01412429378531077,0.0069096974029068114,0.00688705234159781,0.007355194606190718
2017-06-30,0.01577287066246047,0.01039411000433077,-0.0037446808510638308,0.006764374295377573,0.0074755606670500185,0.005444646098003547,0.01578458681522754,0.006152389966871841,0.0068399452804377425,0.006084575600851849
2017-07-31,0.012422360248447228,0.008572653236176508,-0.0018793780967025775,0.00634565136244869,0.008561643835616417,0.005415162454873723,0.010054844606947055,0.005644402634054524,0.007133152173913082,0.004535833081342533
2017-08-31,0.013496932515337345,0.011049723756906049,0.0,0.0070474777448070736,0.008205998868137998,0.008976660682226134,0.004524886877828038,0.006080449017773715,0.008094435075885364,0.004816375677302753
2017-09-30,0.017554479418886215,0.01429171920975203,0.001540568298527889,0.006261510128913406,0.007016559079427553,0.011565836298932375,0.0022522522522523403,0.007438400743840168,0.011040481766477095,0.0044937088076693055
2017-10-31,0.01903628792385481,0.014090343970161623,0.0022218424200990405,0.004758418740849146,0.010312151616499454,0.008795074758135346,0.0031460674157304247,0.00899861559760029,0.01290536068828585,0.005070086489710635
2017-11-30,0.01167542323409232,0.009399264405394403,0.0017053206002728416,0.005464480874316946,0.010758620689655274,0.006102877070619073,0.0026881720430107503,0.007546306883146503,0.009800718719372714,0.005044510385756595
